"Item_Number","District","Location","Disposition","Signal_Type","Signal_Description","Occurred_Date_Time","Charge_Code","Charge_Description","Offender_Number","OffenderID","OffenderStatus","Offender_Race","Offender_Gender","Offender_Age","Victim_Number","PersonType","Victim_Race","Victim_Gender","Victim_Age","Victim_Fatal_Status","Hate Crime","Report Type"
"B-04023-25","1","003XX N Rampart St","CLOSED","67","THEFT","2025-02-05 03:07:00","14 70.4","ACCESS DEVICE FRAUD","1","974291","ARRESTED","BLACK","MALE","35","1","VICTIM","WHITE","FEMALE","36","Non-fatal",,"Supplemental Report"
"B-04023-25","1","003XX N Rampart St","CLOSED","67","THEFT","2025-02-05 03:07:00","14 70.4","ACCESS DEVICE FRAUD","1","974291","ARRESTED","BLACK","MALE","35","1","VICTIM","WHITE","FEMALE","36","Non-fatal",,"Supplemental Report"
"B-04023-25","1","003XX N Rampart St","CLOSED","67","THEFT","2025-02-05 03:07:00","14 71.1","BANK FRAUD","1","974291","ARRESTED","BLACK","MALE","35","1","VICTIM","WHITE","FEMALE","36","Non-fatal",,"Supplemental Report"
"B-04023-25","1","003XX N Rampart St","CLOSED","67","THEFT","2025-02-05 03:07:00","14 71.1","BANK FRAUD","1","974291","ARRESTED","BLACK","MALE","35","1","VICTIM","WHITE","FEMALE","36","Non-fatal",,"Supplemental Report"
"B-04023-25","1","003XX N Rampart St","CLOSED","67","THEFT","2025-02-05 03:07:00","14 67","THEFT","1","974291","ARRESTED","BLACK","MALE","35","1","VICTIM","WHITE","FEMALE","36","Non-fatal",,"Supplemental Report"
"B-04023-25","1","003XX N Rampart St","CLOSED","67","THEFT","2025-02-05 03:07:00","14 71.1","BANK FRAUD","1","974291","ARRESTED","BLACK","MALE","35","1","VICTIM","WHITE","FEMALE","36","Non-fatal",,"Supplemental Report"
"B-04023-25","1","003XX N Rampart St","CLOSED","67","THEFT","2025-02-05 03:07:00","14 68","UNAUTHORIZED USE OF MOVABLE","1","974291","ARRESTED","BLACK","MALE","35","1","VICTIM","WHITE","FEMALE","36","Non-fatal",,"Supplemental Report"
"B-04023-25","1","003XX N Rampart St","CLOSED","67","THEFT","2025-02-05 03:07:00","14 70.4","ACCESS DEVICE FRAUD","1","974291","ARRESTED","BLACK","MALE","35","1","VICTIM","WHITE","FEMALE","36","Non-fatal",,"Supplemental Report"
"B-25415-25","4","021XX Pace Bd","CLOSED","35D","SIMPLE BATTERY (DOMESTIC)","2025-02-27 04:00:00","14 35.3(K)","DOMESTIC ABUSE BATTERY(PREGNANT VICTIM) - SIMPLE ","1","974292","ARRESTED","BLACK","MALE","25","1","VICTIM","BLACK","FEMALE","21","Non-fatal",,"Supplemental Report"
"B-25415-25","4","021XX Pace Bd","CLOSED","35D","SIMPLE BATTERY (DOMESTIC)","2025-02-27 04:00:00","14 56","SIMPLE CRIMINAL DAMAGE TO PROPERTY","1","974292","ARRESTED","BLACK","MALE","25","1","VICTIM","BLACK","FEMALE","21","Non-fatal",,"Supplemental Report"
"K-03051-25","5","026XX Saint Claude Av","OPEN","67B","BICYCLE THEFT","2025-11-03 11:10:00","14 67","THEFT","1","974294",,"UNKNOWN","UNKNOWN",,"1","VICTIM","BLACK","MALE","37","Non-fatal",,"Incident Report"
"K-00470-25","6","019XX Tchoupitoulas St","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-11-01 12:00:00",,,,,,,,,"1","REPORTING PERSON","BLACK","MALE","32","Non-fatal",,"Incident Report"
"K-00470-25","6","019XX Tchoupitoulas St","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-11-01 12:00:00",,,,,,,,,"2","NON-VICTIM","BLACK","FEMALE","28","Non-fatal",,"Incident Report"
"K-02812-25","7","077XX Read Bd","CLOSED","95G","ILLEGAL CARRYING OF A GUN","2025-11-03 22:30:00",,,"1","974263","ARRESTED","BLACK","MALE","25","2","NON-VICTIM","BLACK","FEMALE","25","Non-fatal",,"Incident Report"
"K-03036-25","1","029XX O'Reilly St","OPEN","27-67A","ATTEMPTED AUTO THEFT","2025-11-04 01:00:00","14 (27) 67.26","ATTEMPT THEFT OF A MOTOR VEHICLE","1","974295",,"UNKNOWN","UNKNOWN",,"1","VICTIM","WHITE","MALE","33","Non-fatal",,"Incident Report"
"K-03028-25","8","010XX Union St","OPEN","62C","SIMPLE BURGLARY (VEHICLE)","2025-11-04 08:15:00","14 62","SIMPLE BURGLARY","1","974296",,"UNKNOWN","UNKNOWN",,"1","VICTIM","WHITE","MALE","64","Non-fatal",,"Incident Report"
"K-03112-25","8","002XX Loyola Av","CLOSED","62B","SIMPLE BURGLARY (BUSINESS)","2025-11-03 10:43:00","14 62","SIMPLE BURGLARY","1","974299","ARRESTED","BLACK","MALE","45","1","VICTIM",,,,"Non-fatal",,"Incident Report"
"K-03107-25","2","076XX Jeannette St","OPEN","56","SIMPLE CRIMINAL DAMAGE","2025-11-04 07:30:00","14 56","SIMPLE CRIMINAL DAMAGE TO PROPERTY","1","974297",,"UNKNOWN","UNKNOWN",,"1","VICTIM","WHITE","FEMALE","58","Non-fatal",,"Incident Report"
"K-03121-25","6","012XX Oretha Castle Haley Bd","OPEN","21","MISCELLANEOUS INCIDENT","2025-11-02 23:00:00",,,,,,,,,"1","REPORTING PERSON","BLACK","FEMALE","47","Non-fatal",,"Incident Report"
"K-03112-25","8","002XX Loyola Av","CLOSED","62B","SIMPLE BURGLARY (BUSINESS)","2025-11-03 10:43:00",,,"1","974299","ARRESTED","BLACK","MALE","45","2","REPORTING PERSON","WHITE","MALE","53","Non-fatal",,"Incident Report"
"K-03106-25","2","007XX Nashville Av","OPEN","21","MISCELLANEOUS INCIDENT","2025-10-22 13:00:00",,,,,,,,,"1","REPORTING PERSON","WHITE","FEMALE","50","Non-fatal",,"Incident Report"
"K-03137-25","8","005XX Frenchmen St","OPEN","67","THEFT","2025-11-03 23:52:00","14 67","THEFT","1","974301",,"BLACK","MALE",,"1","VICTIM","BLACK","MALE","53","Non-fatal",,"Incident Report"
"K-03048-25","7","073XX Hanover Rd","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-11-04 07:00:00",,,,,,,,,"1","REPORTING PERSON","BLACK","FEMALE","69","Non-fatal",,"Incident Report"
"K-03048-25","7","073XX Hanover Rd","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-11-04 07:00:00",,,,,,,,,"2","INTERVIEW","BLACK","FEMALE","32","Non-fatal",,"Incident Report"
"K-03144-25","3","025XX Industry St","OPEN","67C","THEFT FROM EXTERIOR OF VEHICLE","2025-11-04 08:00:00","14 67","THEFT","1","974302",,"UNKNOWN","UNKNOWN",,"1","VICTIM","UNKNOWN","MALE","33","Non-fatal",,"Incident Report"
"J-26809-25","5","052XX N Claiborne Av","CLOSED","67A","AUTO THEFT","2025-10-27 04:00:00",,,,,,,,,"1","VICTIM","BLACK","MALE","0","Non-fatal",,"Supplemental Report"
"J-27686-25","7","074XX Sussex Pl","OPEN","67A","AUTO THEFT","2025-10-28 07:53:00","14 67.26","THEFT OF A MOTOR VEHICLE","1","974310",,"UNKNOWN","UNKNOWN",,"1","VICTIM","BLACK","MALE","54","Non-fatal",,"Supplemental Report"
"J-27686-25","7","074XX Sussex Pl","OPEN","67A","AUTO THEFT","2025-10-28 07:53:00","14 69","ILLEGAL POSSESSION OF STOLEN THINGS","1","974310",,"UNKNOWN","UNKNOWN",,"1","VICTIM","BLACK","MALE","54","Non-fatal",,"Supplemental Report"
"K-03141-25","8","006XX Frenchmen St","OPEN","67F","THEFT BY FRAUD","2025-11-04 00:00:00","14 67.11","CREDIT CARD FRAUD ","1","974303",,"UNKNOWN","UNKNOWN",,"1","VICTIM","UNKNOWN","MALE","36","Non-fatal",,"Incident Report"
"K-00090-25","5","Burgundy St & Marigny St","OPEN","62C","SIMPLE BURGLARY (VEHICLE)","2025-10-31 23:30:00","14 62","SIMPLE BURGLARY","1","974304",,"UNKNOWN","UNKNOWN",,"1","VICTIM","BLACK","MALE","68","Non-fatal",,"Supplemental Report"
"K-01278-25","8","011XX Port Of New Orleans Pl","UNFOUNDED","67","THEFT","2025-11-02 10:00:00",,,,,,,,,"1","VICTIM",,,,"Non-fatal",,"Incident Report"
"K-03171-25","2","073XX Willow St","OPEN","56","SIMPLE CRIMINAL DAMAGE","2025-11-04 04:00:00","14 56","SIMPLE CRIMINAL DAMAGE TO PROPERTY","1","974305",,"UNKNOWN","UNKNOWN",,"1","VICTIM","WHITE","MALE","23","Non-fatal",,"Incident Report"
"I-13218-25","5","011XX Poland Av","CLOSED","67S","SHOPLIFTING","2025-09-13 11:48:00","14 67","THEFT","1","974307","ARRESTED","BLACK","MALE","36","1","VICTIM",,,,"Non-fatal",,"Supplemental Report"
"I-13218-25","5","011XX Poland Av","CLOSED","67S","SHOPLIFTING","2025-09-13 11:48:00","14 63","CRIMINAL TRESPASS","1","974307","ARRESTED","BLACK","MALE","36","1","VICTIM",,,,"Non-fatal",,"Supplemental Report"
"I-13218-25","5","011XX Poland Av","CLOSED","67S","SHOPLIFTING","2025-09-13 11:48:00",,,"1","974307","ARRESTED","BLACK","MALE","36","2","REPORTING PERSON","BLACK","FEMALE","40","Non-fatal",,"Supplemental Report"
"J-27686-25","7","074XX Sussex Pl","OPEN","67A","AUTO THEFT","2025-10-28 07:53:00",,,"1","974310",,"UNKNOWN","UNKNOWN",,"2","NON-VICTIM","BLACK","FEMALE","33","Non-fatal",,"Supplemental Report"
"K-03113-25","6","019XX Martin Luther King Jr Bd","OPEN","21P","LOST PROPERTY","2025-10-29 07:00:00",,,,,,,,,"1","REPORTING PERSON","BLACK","FEMALE",,"Non-fatal",,"Incident Report"
"J-27686-25","7","074XX Sussex Pl","OPEN","67A","AUTO THEFT","2025-10-28 07:53:00",,,"1","974310",,"UNKNOWN","UNKNOWN",,"3","NON-VICTIM","BLACK","MALE","33","Non-fatal",,"Supplemental Report"
"K-03195-25","2","044XX S Claiborne Av","OPEN","67S","SHOPLIFTING","2025-11-04 10:11:00","14 67","THEFT","1","974308",,"BLACK","MALE",,"1","VICTIM",,,,"Non-fatal",,"Incident Report"
"K-03195-25","2","044XX S Claiborne Av","OPEN","67S","SHOPLIFTING","2025-11-04 10:11:00",,,"1","974308",,"BLACK","MALE",,"2","REPORTING PERSON","BLACK","FEMALE","36","Non-fatal",,"Incident Report"
"K-03229-25","6","025XX 6th St #I","CLOSED","95G","ILLEGAL CARRYING OF A GUN","2025-11-04 10:00:00","14 95.1","POSSESSION OF FIREARM BY FELON","1","974309","ARRESTED","BLACK","MALE","32","1","VICTIM",,,,"Non-fatal",,"Incident Report"
"K-03141-25","8","006XX Frenchmen St","OPEN","67F","THEFT BY FRAUD","2025-11-04 00:00:00",,,"1","974303",,"UNKNOWN","UNKNOWN",,"2","VICTIM","UNKNOWN","FEMALE","34","Non-fatal",,"Incident Report"
"K-03122-25","7","095XX Hayne Bd #2","OPEN","56","SIMPLE CRIMINAL DAMAGE","2025-11-04 01:00:00","14 56","SIMPLE CRIMINAL DAMAGE TO PROPERTY","1","974311",,"UNKNOWN","UNKNOWN",,"1","VICTIM","BLACK","FEMALE","51","Non-fatal",,"Incident Report"
"K-03180-25","2","025XX Monticello Av #70118","OPEN","21","MISCELLANEOUS INCIDENT","2025-11-03 17:00:00",,,,,,,,,"1","REPORTING PERSON","BLACK","FEMALE","28","Non-fatal",,"Incident Report"
"C-05694-25","7","137XX Chef Menteur Hw","OPEN","64","ARMED ROBBERY","2025-03-06 00:00:00","14 64","ARMED ROBBERY","1","974313",,"BLACK","MALE","20","1","VICTIM","UNKNOWN","UNKNOWN",,"Non-fatal",,"Supplemental Report"
"C-05694-25","7","137XX Chef Menteur Hw","OPEN","64","ARMED ROBBERY","2025-03-06 00:00:00",,,"1","974313",,"BLACK","MALE","20","2","INTERVIEW","UNKNOWN","UNKNOWN",,"Non-fatal",,"Supplemental Report"
"H-31202-25","2","031XX General De Gaulle St","CLOSED","35D","SIMPLE BATTERY (DOMESTIC)","2025-08-29 23:55:00","14 35.3","DOMESTIC ABUSE BATTERY - SIMPLE","1","974314","ARRESTED","BLACK","MALE","34","1","VICTIM","BLACK","FEMALE","32","Non-fatal",,"Supplemental Report"
"J-14650-25","6","011XX S Claiborne Av","OPEN","67","THEFT","2025-10-15 15:34:00","14 67","THEFT","1","974315",,"WHITE","FEMALE","35","1","VICTIM",,,,"Non-fatal",,"Incident Report"
"K-03060-25","8","009XX Gravier St","OPEN","56","SIMPLE CRIMINAL DAMAGE","2025-11-02 23:02:00","14 56","SIMPLE CRIMINAL DAMAGE TO PROPERTY","1","974316",,"BLACK","FEMALE",,"1","VICTIM",,,,"Non-fatal",,"Incident Report"
"K-03060-25","8","009XX Gravier St","OPEN","56","SIMPLE CRIMINAL DAMAGE","2025-11-02 23:02:00","14 56","SIMPLE CRIMINAL DAMAGE TO PROPERTY","2","974317",,"BLACK","MALE",,"1","VICTIM",,,,"Non-fatal",,"Incident Report"
"K-03060-25","8","009XX Gravier St","OPEN","56","SIMPLE CRIMINAL DAMAGE","2025-11-02 23:02:00","14 56","SIMPLE CRIMINAL DAMAGE TO PROPERTY","3","974318",,"BLACK","MALE",,"1","VICTIM",,,,"Non-fatal",,"Incident Report"
"J-14650-25","6","011XX S Claiborne Av","OPEN","67","THEFT","2025-10-15 15:34:00",,,"1","974315",,"WHITE","FEMALE","35","2","REPORTING PERSON","WHITE","MALE","53","Non-fatal",,"Incident Report"
"K-03060-25","8","009XX Gravier St","OPEN","56","SIMPLE CRIMINAL DAMAGE","2025-11-02 23:02:00",,,"1","974316",,"BLACK","FEMALE",,"2","REPORTING PERSON","WHITE","MALE","56","Non-fatal",,"Incident Report"
"K-03060-25","8","009XX Gravier St","OPEN","56","SIMPLE CRIMINAL DAMAGE","2025-11-02 23:02:00",,,"2","974317",,"BLACK","MALE",,"2","REPORTING PERSON","WHITE","MALE","56","Non-fatal",,"Incident Report"
"K-03060-25","8","009XX Gravier St","OPEN","56","SIMPLE CRIMINAL DAMAGE","2025-11-02 23:02:00",,,"3","974318",,"BLACK","MALE",,"2","REPORTING PERSON","WHITE","MALE","56","Non-fatal",,"Incident Report"
"F-01660-25","2","090XX Forshey St","CLOSED","67D","THEFT (DOMESTIC)","2025-06-02 11:30:00","14 59","CRIMINAL MISCHIEF","1","974319","ARRESTED","BLACK","MALE","34","1","VICTIM","BLACK","FEMALE","32","Non-fatal",,"Supplemental Report"
"F-01660-25","2","090XX Forshey St","CLOSED","67D","THEFT (DOMESTIC)","2025-06-02 11:30:00","14 67","THEFT","1","974319","ARRESTED","BLACK","MALE","34","1","VICTIM","BLACK","FEMALE","32","Non-fatal",,"Supplemental Report"
"F-01660-25","2","090XX Forshey St","CLOSED","67D","THEFT (DOMESTIC)","2025-06-02 11:30:00","14 56","SIMPLE CRIMINAL DAMAGE TO PROPERTY","1","974319","ARRESTED","BLACK","MALE","34","1","VICTIM","BLACK","FEMALE","32","Non-fatal",,"Supplemental Report"
"F-01660-25","2","090XX Forshey St","CLOSED","67D","THEFT (DOMESTIC)","2025-06-02 11:30:00",,,"1","974319","ARRESTED","BLACK","MALE","34","2","INTERVIEW","BLACK","FEMALE",,"Non-fatal",,"Supplemental Report"
"A-15616-25","6","024XX Louisiana Av","OPEN","64G","ARMED ROBBERY (GUN)","2025-01-17 23:19:00",,,"1","934071",,"BLACK","MALE","46","3","VICTIM","BLACK","FEMALE","28","Non-fatal",,"Supplemental Report"
"A-15616-25","6","024XX Louisiana Av","OPEN","64G","ARMED ROBBERY (GUN)","2025-01-17 23:19:00",,,"1","934071",,"BLACK","MALE","46","4","VICTIM","WHITE","MALE","28","Non-fatal",,"Supplemental Report"
"A-15616-25","6","024XX Louisiana Av","OPEN","64G","ARMED ROBBERY (GUN)","2025-01-17 23:19:00",,,"1","934071",,"BLACK","MALE","46","5","VICTIM","WHITE","MALE","24","Non-fatal",,"Supplemental Report"
"B-08520-25","8","013XX Port Of New Orleans St","OPEN","21P","LOST PROPERTY","2025-02-09 02:30:00",,,,,,,,,"1","REPORTING PERSON","WHITE","FEMALE","62","Non-fatal",,"Supplemental Report"
"A-15616-25","6","024XX Louisiana Av","OPEN","64G","ARMED ROBBERY (GUN)","2025-01-17 23:19:00","14 64.3","USE OF FIREARM IN ROBBERY","1","934071",,"BLACK","MALE","46","6","VICTIM",,,,"Non-fatal",,"Supplemental Report"
"A-15616-25","6","024XX Louisiana Av","OPEN","64G","ARMED ROBBERY (GUN)","2025-01-17 23:19:00","14 95.1","POSSESSION OF FIREARM BY FELON","1","934071",,"BLACK","MALE","46","6","VICTIM",,,,"Non-fatal",,"Supplemental Report"
"B-06615-25","7","057XX Crowder Bd","CLOSED","94","ILLEGAL USE OF WEAPONS","2025-02-07 17:40:00","14 94","ILLEGAL USE OF WEAPONS","1","934069","ARRESTED","BLACK","MALE","22","1","VICTIM",,,,"Non-fatal",,"Supplemental Report"
"B-06615-25","7","057XX Crowder Bd","CLOSED","94","ILLEGAL USE OF WEAPONS","2025-02-07 17:40:00","14 95.1","POSSESSION OF FIREARM BY FELON","1","934069","ARRESTED","BLACK","MALE","22","1","VICTIM",,,,"Non-fatal",,"Supplemental Report"
"B-06615-25","7","057XX Crowder Bd","CLOSED","94","ILLEGAL USE OF WEAPONS","2025-02-07 17:40:00","14 95.10","POSSESSION OF A FIREARM OR CARRYING OF A CONCEALED WEAPON BY A PERSON CONVICTED OF DOMESTIC ABUSE BA","1","934069","ARRESTED","BLACK","MALE","22","1","VICTIM",,,,"Non-fatal",,"Supplemental Report"
"B-08997-25","8","001XX Bourbon St","OPEN","35","SIMPLE BATTERY","2025-02-09 22:13:00","14 35","SIMPLE BATTERY","1","934073",,"UNKNOWN","UNKNOWN",,"1","VICTIM","BLACK","MALE","39","Non-fatal",,"Supplemental Report"
"B-08997-25","8","001XX Bourbon St","OPEN","35","SIMPLE BATTERY","2025-02-09 22:13:00",,,"1","934073",,"UNKNOWN","UNKNOWN",,"2","NON-VICTIM","WHITE","MALE","25","Non-fatal",,"Supplemental Report"
"B-08499-25","8","005XX Bourbon St","OPEN","21P","LOST PROPERTY","2025-02-08 23:07:00",,,,,,,,,"1","REPORTING PERSON","BLACK","FEMALE","24","Non-fatal",,"Supplemental Report"
"B-09830-25","5","014XX Alvar St","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-02-10 18:46:00",,,,,,,,,"1","REPORTING PERSON","BLACK","MALE","64","Non-fatal",,"Incident Report"
"B-09830-25","5","014XX Alvar St","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-02-10 18:46:00",,,,,,,,,"2","INTERVIEW","BLACK","FEMALE","30","Non-fatal",,"Incident Report"
"B-09842-25","3","022XX Odin St","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-02-10 19:07:00",,,,,,,,,"1","REPORTING PERSON","BLACK","FEMALE","57","Non-fatal",,"Incident Report"
"B-09842-25","3","022XX Odin St","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-02-10 19:07:00",,,,,,,,,"2","INTERVIEW","BLACK","FEMALE","25","Non-fatal",,"Incident Report"
"B-09842-25","3","022XX Odin St","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-02-10 19:07:00",,,,,,,,,"3","NON-VICTIM","BLACK","MALE","5","Non-fatal",,"Incident Report"
"B-09854-25","7","087XX Chef Menteur Hw","OPEN","103","DISTURBANCE","2025-02-10 20:02:00",,,,,,,,,"1","REPORTING PERSON","BLACK","MALE","23","Non-fatal",,"Incident Report"
"B-08456-25","8","002XX Bourbon St","OPEN","21P","LOST PROPERTY","2025-02-08 21:00:00",,,,,,,,,"1","REPORTING PERSON","BLACK","MALE","45","Non-fatal",,"Supplemental Report"
"B-09767-25","8","003XX Saint Joseph","OPEN","21","MISCELLANEOUS INCIDENT","2025-02-10 16:00:00",,,,,,,,,"1","NON-VICTIM","BLACK","FEMALE",,"Non-fatal",,"Incident Report"
"B-09767-25","8","003XX Saint Joseph","OPEN","21","MISCELLANEOUS INCIDENT","2025-02-10 16:00:00",,,,,,,,,"2","REPORTING PERSON","BLACK","FEMALE",,"Non-fatal",,"Incident Report"
"B-03774-25","8","Bourbon St & Saint Louis St","OPEN","21","MISCELLANEOUS INCIDENT","2025-02-05 01:09:00",,,,,,,,,"1","REPORTING PERSON","UNKNOWN","FEMALE",,"Non-fatal",,"Incident Report"
"B-08220-25","8","005XX Bourbon St","OPEN","21P","LOST PROPERTY","2025-02-09 02:17:00",,,,,,,,,"1","REPORTING PERSON","UNKNOWN","FEMALE","22","Non-fatal",,"Supplemental Report"
"B-09942-25","1","027XX Tulane Av","CLOSED","21","MISCELLANEOUS INCIDENT","2025-02-10 09:12:00","COURT CAPIAS","CDC WARRANT#","1","934076","ARRESTED","WHITE","MALE","26","1","VICTIM",,,,"Non-fatal",,"Incident Report"
"B-08134-25","6","008XX Josephine St","OPEN","21P","LOST PROPERTY","2025-02-09 00:45:00",,,,,,,,,"1","REPORTING PERSON","WHITE","MALE","39","Non-fatal",,"Supplemental Report"
"B-09916-25","4","036XX Bender Bd","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-02-10 20:38:00",,,,,,,,,"1","REPORTING PERSON","WHITE","FEMALE","40","Non-fatal",,"Incident Report"
"B-09916-25","4","036XX Bender Bd","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-02-10 20:38:00",,,,,,,,,"2","NON-VICTIM","UNKNOWN","MALE",,"Non-fatal",,"Incident Report"
"B-09798-25","7","046XX Hauck Dr","OPEN","94","ILLEGAL USE OF WEAPONS","2025-02-10 03:42:00","14 94","ILLEGAL USE OF WEAPONS","1","934078","ARRESTED","BLACK","MALE","21","1","VICTIM","UNKNOWN","UNKNOWN",,"Non-fatal",,"Incident Report"
"B-09798-25","7","046XX Hauck Dr","OPEN","94","ILLEGAL USE OF WEAPONS","2025-02-10 03:42:00","14 130.1","OBSTRUCTION OF JUSTICE","1","934078","ARRESTED","BLACK","MALE","21","1","VICTIM","UNKNOWN","UNKNOWN",,"Non-fatal",,"Incident Report"
"B-09181-25","5","007XX Alvar St","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-02-10 01:25:00",,,,,,,,,"1","REPORTING PERSON","WHITE","MALE","35","Non-fatal",,"Incident Report"
"B-09181-25","5","007XX Alvar St","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-02-10 01:25:00",,,,,,,,,"2","INTERVIEW","WHITE","FEMALE","40","Non-fatal",,"Incident Report"
"A-27742-25","1","022XX Barracks St #B","OPEN","29SA","SUICIDE ATTEMPT","2025-01-31 16:25:00",,,,,,,,,"3","INTERVIEW","BLACK","MALE","33","Non-fatal",,"Incident Report"
"B-09842-25","3","022XX Odin St","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-02-10 19:07:00",,,,,,,,,"4","INTERVIEW","BLACK","MALE","27","Non-fatal",,"Incident Report"
"B-09934-25","1","025XX Saint Peter St","OPEN","103","DISTURBANCE","2025-02-10 21:00:00",,,,,,,,,"1","REPORTING PERSON","BLACK","FEMALE","23","Non-fatal",,"Incident Report"
"B-09882-25","1","016XX Ursulines Av","CLOSED","63","TRESPASSING","2025-02-10 09:00:00","14 63","CRIMINAL TRESPASS","1","934079","ARRESTED","WHITE","MALE","26","1","VICTIM","BLACK","MALE","79","Non-fatal",,"Incident Report"
"B-09882-25","1","016XX Ursulines Av","CLOSED","63","TRESPASSING","2025-02-10 09:00:00","14 63","CRIMINAL TRESPASS","2","934080","ARRESTED","WHITE","FEMALE","39","1","VICTIM","BLACK","MALE","79","Non-fatal",,"Incident Report"
"B-09934-25","1","025XX Saint Peter St","OPEN","103","DISTURBANCE","2025-02-10 21:00:00",,,,,,,,,"2","NON-VICTIM","BLACK","FEMALE",,"Non-fatal",,"Incident Report"
"B-09882-25","1","016XX Ursulines Av","CLOSED","63","TRESPASSING","2025-02-10 09:00:00",,,"1","934079","ARRESTED","WHITE","MALE","26","2","WITNESS","BLACK","MALE","74","Non-fatal",,"Incident Report"
"B-09882-25","1","016XX Ursulines Av","CLOSED","63","TRESPASSING","2025-02-10 09:00:00",,,"2","934080","ARRESTED","WHITE","FEMALE","39","2","WITNESS","BLACK","MALE","74","Non-fatal",,"Incident Report"
"B-09924-25","1","E Aubry St & E Rousseau St","OPEN","67A","AUTO THEFT","2025-02-10 20:45:00","14 67.26","THEFT OF A MOTOR VEHICLE","1","934088",,"UNKNOWN","UNKNOWN",,"1","VICTIM","BLACK","FEMALE","35","Non-fatal",,"Incident Report"
"B-09842-25","3","022XX Odin St","OPEN","103D","DISTURBANCE (DOMESTIC)","2025-02-10 19:07:00",,,,,,,,,"5","NON-VICTIM","BLACK","FEMALE","7","Non-fatal",,"Incident Report"
"N-00077-25","8","009XX Decatur St","OPEN","67F","THEFT BY FRAUD","2025-02-08 11:32:00","14 67.16","IDENTITY THEFT","1","934095",,"UNKNOWN","UNKNOWN",,"1","VICTIM","WHITE","FEMALE","55","Non-fatal",,"Incident Report"
"N-00078-25","8","003XX Bourbon St","OPEN","67P","PICKPOCKET","2025-02-09 00:06:00","14 67","THEFT","1","934101",,"UNKNOWN","UNKNOWN",,"1","VICTIM","WHITE","MALE","30","Non-fatal",,"Incident Report"
"B-07966-25","5","020XX Pauger St","OPEN","35","SIMPLE BATTERY","2025-02-08 21:26:00","14 35","SIMPLE BATTERY","1","934087",,"BLACK","FEMALE",,"1","VICTIM","WHITE","FEMALE","56","Non-fatal",,"Incident Report"
"B-07966-25","5","020XX Pauger St","OPEN","35","SIMPLE BATTERY","2025-02-08 21:26:00","54 151","CRIMINAL DAMAGE TO PROPERTY","1","934087",,"BLACK","FEMALE",,"1","VICTIM","WHITE","FEMALE","56","Non-fatal",,"Incident Report"
"A-28018-25","3","Elysian Fields Av & Lakeshore Dr","CLOSED","35","SIMPLE BATTERY","2025-01-31 19:38:00","14 34.2","BATTERY OF A POLICE OFFICER","1","934089","ARRESTED","BLACK","MALE","37","1","VICTIM","WHITE","MALE",,"Non-fatal",,"Supplemental Report"
"N-00080-25","8","003XX Canal St","OPEN","21P","LOST PROPERTY","2025-02-09 00:00:00",,,,,,,,,"1","REPORTING PERSON","BLACK","MALE","45","Non-fatal",,"Incident Report"
"N-00081-25","8","009XX Convention Center Bd","OPEN","21P","LOST PROPERTY","2025-02-06 16:22:00",,,,,,,,,"1","REPORTING PERSON","WHITE","MALE","50","Non-fatal",,"Incident Report"
"A-28018-25","3","Elysian Fields Av & Lakeshore Dr","CLOSED","35","SIMPLE BATTERY","2025-01-31 19:38:00",,,"1","934089","ARRESTED","BLACK","MALE","37","2","WITNESS","BLACK","FEMALE",,"Non-fatal",,"Supplemental Report"
